"","year","site_id","soil_id","yield","upper_60_clay_ave","upper_60_sand_ave","upper_60_silt_ave","upper_60_soc_ave","planting_date","precip","sandclayratio"
"1223",2017,4,4759,4.24428985393071,286.166666666667,475.416666666667,238.25,66.5833333333333,"8/6",481.21,1.66132789749563
"1224",1986,4,4681,3.93910508761752,227.416666666667,575.333333333333,197.416666666667,51.1666666666667,"8/6",402.01,2.52986441920117
"1225",1981,4,4498,4.74966683759946,287.416666666667,401.583333333333,311,53.4166666666667,"7/26",390.57,1.39721658451725
"1226",2003,4,4090,2.46545997759697,277.083333333333,477.083333333333,245.833333333333,66.5,"8/21",353.61,1.7218045112782
"1227",1993,6,2420,2.00595123577266,222.5,609.083333333333,168,48.8333333333333,"7/16",406.88,2.7374531835206
"1228",2014,0,5255,0,257.5,538.583333333333,203.916666666667,51.75,"8/16",194.64,2.0915857605178
"1229",1984,4,4291,2.90963808510571,330.75,376,293.416666666667,39.3333333333333,"8/1",404.28,1.13681027966742
"1230",2001,6,2759,0,117.916666666667,835.666666666667,46.4166666666667,58.5833333333333,"7/16",269.87,7.086925795053
"1231",2007,3,3687,4.43235790765948,258.75,480.5,260.75,83.9166666666667,"8/6",519.89,1.85700483091787
"1232",2004,0,5207,0,223.75,606.25,170.25,42.75,"8/1",173.25,2.70949720670391
"1233",2014,3,3027,4.69159700913769,252.333333333333,528.916666666667,218.916666666667,69.0833333333333,"8/11",439.76,2.09610303830911
"1234",1998,4,4882,1.90234025279415,307.416666666667,445.916666666667,246.666666666667,66.9166666666667,"7/21",576.26,1.45052859853619
"1235",2003,4,4375,3.38093245705649,249.916666666667,563.583333333333,186.583333333333,52.75,"7/21",475.31,2.25508502834278
"1236",1995,3,3858,3.45198829076334,288.5,448.833333333333,262.75,107.333333333333,"8/16",333.47,1.55574812247256
"1237",1999,4,4495,4.72344369402112,284.166666666667,431.75,284.083333333333,60.5,"8/16",576.3,1.51935483870968
"1238",2005,0,5795,0,235.583333333333,585,178.916666666667,65.4166666666667,"8/21",155.13,2.48319773611602
"1239",2015,4,4252,4.73472287992031,296.083333333333,489.833333333333,213.666666666667,57.6666666666667,"8/11",646.18,1.65437658316915
"1240",2001,0,5783,0,157.333333333333,710.25,132.333333333333,33.4166666666667,"8/21",179.07,4.51430084745763
"1241",2005,0,5795,0.029688090831011,235.583333333333,585,178.916666666667,65.4166666666667,"8/6",252.86,2.48319773611602
"1242",2018,3,3363,4.60535494658663,223.666666666667,576.75,199.25,78.6666666666667,"7/26",748.02,2.57861400894188
"1243",2013,0,5087,0,153.583333333333,675,171.333333333333,40.1666666666667,"7/21",246.08,4.39500813890396
"1244",2020,6,2423,3.02822137608222,104.25,848.166666666667,47.3333333333333,44.5833333333333,"8/21",358.89,8.13589128697042
"1245",1989,3,3393,4.49587037285942,278.833333333333,469,252.166666666667,124.083333333333,"7/16",554.97,1.68200836820084
"1246",2009,6,2921,1.55813771495525,110,805.75,84.75,42.1666666666667,"8/6",320.26,7.325
"1247",2009,0,5264,1.94656194852314,242.833333333333,583.333333333333,173.666666666667,53.5833333333333,"7/16",311.35,2.40219629375429
"1248",2015,4,4480,4.7418542942361,329.75,348.083333333333,322.666666666667,64.3333333333333,"8/1",711.96,1.05559767500632
"1249",1982,6,2234,0.160714017435057,225.583333333333,620.083333333333,154.333333333333,46.9166666666667,"8/16",228.16,2.74879940893979
"1250",1982,0,5864,0,249.25,578.5,171.75,59.5,"8/21",154.3,2.320962888666
"1251",1998,4,4864,4.18420486969425,261.333333333333,557.333333333333,181.333333333333,53.5,"8/6",541.25,2.13265306122449
"1252",1998,0,5576,0.648869172213324,199.416666666667,627.416666666667,173.166666666667,39.5833333333333,"7/21",299.28,3.14625992478061
"1253",2020,0,5012,1.016468391124,237.25,584.75,178.25,50.25,"7/21",380.19,2.46469968387777
"1254",2008,3,3141,5.02363009861277,284.583333333333,473.666666666667,241.666666666667,205.25,"7/26",746.65,1.66442166910688
"1255",1984,4,4867,2.57605457329999,307.666666666667,380.833333333333,310.833333333333,50.6666666666667,"7/26",360.09,1.23781148429036
"1256",2007,3,3981,4.76321792330713,255.916666666667,527.583333333333,216.25,64.0833333333333,"8/1",554.53,2.06154347118203
"1257",2001,4,4972,3.298168409197,178.666666666667,686.25,135.083333333333,64.25,"8/11",376.17,3.84095149253731
"1258",2011,0,5795,0.448151315329163,235.583333333333,585,178.916666666667,65.4166666666667,"8/11",235.1,2.48319773611602
"1259",2014,6,2777,0.0216369615581646,145.166666666667,698.416666666667,156.416666666667,63,"8/16",226.13,4.81113662456946
"1260",1993,6,2717,3.52022505356009,194.666666666667,613.166666666667,192.666666666667,44.9166666666667,"8/6",360.97,3.14982876712329
"1261",1996,3,3270,4.68582490298712,207.75,490.916666666667,301.166666666667,165.083333333333,"7/26",705.72,2.36301644604894
"1262",2011,4,4309,4.2913980294504,323.25,298.333333333333,378.416666666667,77.0833333333333,"8/16",458.51,0.922918277906677
"1263",1998,6,2522,0.962838772343783,216.25,615.833333333333,168.166666666667,53.25,"8/16",221.7,2.84778420038536
"1264",1984,0,5789,0,231.75,604.833333333333,163.333333333333,40.8333333333333,"8/1",133.94,2.60985257101762
"1265",1994,0,5393,0,131.583333333333,745.25,123.333333333333,40.8333333333333,"8/6",209.48,5.66371120962635
"1266",1998,6,2384,0.0260108470379723,222.166666666667,630.916666666667,146.916666666667,46.9166666666667,"7/16",266.97,2.83983495873968
"1267",1982,4,4798,2.11339604940814,301.916666666667,409.666666666667,288.416666666667,68.5833333333333,"7/16",400.08,1.35688655810102
"1268",1984,0,5003,0,172,690.666666666667,137.5,28.9166666666667,"8/16",130.82,4.01550387596899
"1269",1998,4,4561,3.68761795688918,315.416666666667,347.25,337.833333333333,51.5833333333333,"8/21",433.62,1.10092470277411
"1270",2005,3,3546,4.69619492272471,181.666666666667,625.166666666667,193.5,93.5833333333333,"8/16",530.69,3.44128440366972
"1271",1986,4,4489,4.10711563362311,325.666666666667,386.916666666667,287.916666666667,78.5,"8/11",395.6,1.18807574206755
"1272",2008,3,3663,4.52004939845147,284.5,550.75,164.75,63.25,"8/21",468.95,1.93585237258348
"1273",1998,4,4810,3.23021800761906,283.75,386,330.166666666667,68.5,"7/26",574.29,1.36035242290749
"1274",2003,0,5609,0.104412074996218,198.5,639.833333333333,161.833333333333,49.0833333333333,"7/21",262.8,3.22334172963896
"1275",2019,0,5684,0,220,566.833333333333,213,76.0833333333333,"7/16",199.6,2.57651515151515
"1276",1991,6,2903,2.31794004045932,226.75,596.583333333333,176.666666666667,46.4166666666667,"8/11",289.1,2.63101800808526
"1277",1993,6,2102,4.12379636375766,118.166666666667,782.166666666667,100.166666666667,71.8333333333333,"8/1",395.57,6.61918194640338
"1278",1987,3,3432,4.09214441890154,298.416666666667,532.416666666667,168.916666666667,70.1666666666667,"8/21",398.5,1.78413850879643
"1279",2020,6,2381,3.07803325249296,170.333333333333,618.833333333333,210.833333333333,48.3333333333333,"8/16",358.89,3.63307240704501
"1280",1983,3,3588,1.94085564741826,247.166666666667,492.583333333333,260.333333333333,123.5,"8/16",296.65,1.99291975724882
"1281",2019,4,4525,3.92266273539612,280.75,371.75,347.5,51.0833333333333,"8/6",495.67,1.32413178984862
"1282",2006,0,5261,0,265.083333333333,534.583333333333,200.25,72.5833333333333,"8/21",112.93,2.01666142722414
"1283",1984,4,4399,2.56480854546697,252.083333333333,547.583333333333,200.333333333333,46.25,"8/1",404.28,2.17223140495868
"1284",1987,0,5423,0,160.75,689.75,149.583333333333,34.25,"7/16",232.05,4.29082426127527
"1285",1983,6,2456,0,220.166666666667,609,170.833333333333,562.583333333333,"7/26",208.49,2.76608629825889
"1286",2007,4,4567,2.39129236866158,325.583333333333,399.583333333333,275.166666666667,85.3333333333333,"8/16",341,1.22728436140261
"1287",1995,3,3879,4.47935280332391,310.25,400,289.916666666667,79.9166666666667,"7/21",547.08,1.28928283642224
"1288",2001,0,5438,0,239.416666666667,578.666666666667,181.916666666667,73.6666666666667,"7/16",179.74,2.41698572920292
"1289",2014,0,5705,0.00314034758518766,265.833333333333,531.333333333333,202.833333333333,56.5833333333333,"8/21",167.45,1.9987460815047
"1290",1985,4,4861,1.14468470896868,272.416666666667,418.333333333333,309.25,59.3333333333333,"8/16",315.94,1.53563780972775
"1291",1990,4,4495,3.81077353672882,284.166666666667,431.75,284.083333333333,60.5,"7/26",382.53,1.51935483870968
"1292",2001,3,3624,4.35540652392684,250.916666666667,494.083333333333,255.25,103.5,"8/6",453.47,1.96911325141149
"1293",2007,4,4318,4.34134308959103,311.416666666667,377.416666666667,310.916666666667,82,"8/6",439.81,1.21193470698421
"1294",1999,6,2414,3.61707409283176,181.166666666667,649,170,49.0833333333333,"8/11",422.73,3.58233670653174
"1295",2006,3,3042,4.22335056800462,230.75,559.25,210.166666666667,134.083333333333,"7/21",658.16,2.42361863488624
"1296",1998,6,2141,1.24939157793304,121.833333333333,767.083333333333,111.25,58.8333333333333,"8/11",236.11,6.29616963064296
"1297",1999,6,2021,1.64575744214552,224.166666666667,618.166666666667,157.666666666667,80.5,"7/21",408.22,2.75762081784387
"1298",2016,6,2264,0.0629006632283792,282.333333333333,523.583333333333,194.083333333333,70.5,"8/16",295.2,1.85448642266824
"1299",2010,4,4591,3.97777216359548,281.583333333333,474.166666666667,244.25,67.5833333333333,"8/21",516.52,1.68393015685114
"1300",2017,3,3144,4.67812992743182,214.583333333333,627.666666666667,157.333333333333,131.333333333333,"7/21",862.16,2.92504854368932
"1301",2002,3,3198,4.79202241119674,242.916666666667,519.75,236.666666666667,68.3333333333333,"8/6",495.66,2.13962264150943
"1302",1991,6,2615,0.823386593216624,119.083333333333,826.083333333333,54.8333333333333,47.1666666666667,"8/21",237.47,6.9370188943317
"1303",2010,3,3408,4.62180921200122,233.916666666667,546.25,220.083333333333,126,"8/11",530.13,2.33523334520841
"1304",1992,4,4249,2.36255261420202,281.166666666667,386.583333333333,332.333333333333,47.5,"8/6",414.4,1.37492590397155
"1305",2001,0,5447,0,245.25,566.833333333333,187.916666666667,71.5,"8/16",190.48,2.31124702684336
"1306",2018,6,2828,1.91589217798395,126.166666666667,786,88.0833333333333,54.75,"8/16",327.83,6.22985468956407
"1307",1991,0,5600,0,229.666666666667,586.666666666667,183.75,77.5,"7/21",163.49,2.5544267053701
"1308",2005,6,2765,2.33995209758256,84,851.333333333333,64.5833333333333,56.1666666666667,"8/1",315.04,10.1349206349206
"1309",1989,3,3525,4.49521616733535,262.25,478.333333333333,259.916666666667,111.833333333333,"7/16",554.97,1.82395932634255
"1310",1989,3,3633,4.30452920754226,242.5,440.083333333333,317.333333333333,222.416666666667,"8/11",475.74,1.81477663230241
"1311",1991,3,3759,4.62684338194883,268.666666666667,494.5,237.583333333333,87.9166666666667,"7/26",454.54,1.84057071960298
"1312",1992,4,4378,1.16700317961592,297.25,373.916666666667,328.833333333333,67.0833333333333,"7/26",467.44,1.25791982057752
"1313",2018,6,2879,1.56984041037037,232.5,594,173.75,49.4166666666667,"8/11",323.2,2.55483870967742
"1314",1990,0,5924,0,319.916666666667,345.666666666667,335.083333333333,88.9166666666667,"8/16",132.09,1.0804897108622
"1315",1995,0,5960,0.295926213020297,386.25,261.416666666667,352.083333333333,68.4166666666667,"8/1",221.58,0.67680690399137
"1316",1992,4,4300,2.37942812720773,272.5,479.5,248,53.5,"8/1",461.45,1.75963302752294
"1317",1999,4,4396,0.985858856206314,293.083333333333,364.25,342.25,79.8333333333333,"7/16",540.35,1.24282058572647
"1318",1989,3,3759,4.48425469727004,268.666666666667,494.5,237.583333333333,87.9166666666667,"8/6",505.6,1.84057071960298
"1319",2015,0,5828,0,206.916666666667,612.25,180.833333333333,39.5833333333333,"7/26",258.59,2.95892066049134
"1320",1986,4,4330,2.37988893417176,281.5,431,287.5,61.5833333333333,"7/21",431.9,1.53108348134991
"1321",1998,4,4186,2.34766575029494,285.583333333333,401.25,313.916666666667,78.9166666666667,"7/21",576.26,1.40501896702655
"1322",1982,0,5408,1.5790074792199,242,566.666666666667,191.333333333333,61.9166666666667,"8/6",281.92,2.34159779614325
"1323",2007,0,5828,1.79631712234231,206.916666666667,612.25,180.833333333333,39.5833333333333,"7/21",329.4,2.95892066049134
"1324",2009,4,4822,3.91587916989287,301.583333333333,372.833333333333,326,53.5,"8/11",470.33,1.23625310859353
"1325",2013,3,3735,4.21441121013812,256.25,513.083333333333,230.666666666667,175.333333333333,"7/26",561,2.00227642276423
"1326",2010,4,4675,4.01047397991129,275.5,465.333333333333,259.416666666667,71.75,"7/16",652.12,1.68905021173624
"1327",2014,4,4759,3.35502729508011,286.166666666667,475.416666666667,238.25,66.5833333333333,"8/1",429.43,1.66132789749563
"1328",2014,4,4045,2.71275209004076,288,378.25,334,49.25,"8/6",398.63,1.31336805555556
"1329",2016,0,5249,2.26113613075813,182.833333333333,673.916666666667,142.5,34.1666666666667,"7/16",320.91,3.68596171376481
"1330",1999,4,4915,3.26758782933771,142.333333333333,765.5,92.0833333333333,29.25,"8/1",605.08,5.37822014051522
"1331",1995,0,5759,0.186108718679732,243.916666666667,571.083333333333,185.25,73.5,"7/21",252.68,2.34130509053639
"1332",1986,4,4690,2.36275676366472,275.5,390.166666666667,334.333333333333,54.5,"7/21",431.9,1.4162129461585
"1333",1991,6,2231,2.10447140600176,71.3333333333333,875,53.6666666666667,44.1666666666667,"8/16",281.92,12.2663551401869
"1334",2016,3,3846,4.57764524899231,306,437.666666666667,256.25,80.5,"7/21",781.09,1.43028322440087
"1335",2018,4,4174,3.51283766007925,293.25,479.416666666667,227.833333333333,54.25,"7/26",554.93,1.63483944302359
"1336",2005,4,4024,4.45175519505535,328.666666666667,397.083333333333,274.083333333333,43.4166666666667,"8/11",460.73,1.20816430020284
"1337",1986,0,5240,0,150.416666666667,718.25,131.333333333333,25.6666666666667,"7/21",216.26,4.77506925207756
"1338",2020,3,3024,4.53862420794219,286.5,428.916666666667,284.5,147.583333333333,"8/6",745.07,1.49709133216987
"1339",2014,0,5699,0,179.166666666667,674,147.583333333333,42.4166666666667,"8/11",216.51,3.76186046511628
"1340",2020,0,5354,1.47244839567546,152.333333333333,680.416666666667,167.333333333333,33.5833333333333,"8/11",327.53,4.46663019693654
"1341",1998,3,3783,4.59133560261351,242.416666666667,556,201.583333333333,87.75,"7/16",751.28,2.29357167411482
"1342",1981,0,5714,0,196.833333333333,663.416666666667,139.25,32.25,"8/1",187.75,3.37044877222693
"1343",1983,0,5753,0,136.083333333333,754,110,32.6666666666667,"8/1",149.01,5.54072259644825
"1344",1995,4,4630,4.33084173860421,275.333333333333,454.25,270.166666666667,68.5833333333333,"8/6",462.27,1.64981840193705
"1345",1997,6,2450,0.724482194573061,108.25,810.083333333333,81.6666666666667,58,"8/1",256.9,7.48344880677444
"1346",2007,3,3099,4.67102694439103,275,488.083333333333,236.916666666667,102.666666666667,"7/26",624.55,1.77484848484848
"1347",2015,4,4939,4.7022646719934,197.083333333333,634.083333333333,169.25,36.9166666666667,"8/1",711.96,3.21733615221987
"1348",1998,4,4876,1.91071692174339,296.166666666667,418.916666666667,284.333333333333,59.5,"7/21",576.26,1.4144625773776
"1349",2014,0,5012,0,237.25,584.75,178.25,50.25,"7/26",229.84,2.46469968387777
"1350",2010,3,3747,3.25719327605197,286.916666666667,446.333333333333,267.5,137.416666666667,"8/21",423.99,1.55562009875109
"1351",2007,0,5960,1.96708190665731,386.25,261.416666666667,352.083333333333,68.4166666666667,"7/21",329.4,0.67680690399137
"1352",2007,4,4378,2.55497806101004,297.25,373.916666666667,328.833333333333,67.0833333333333,"8/16",341,1.25791982057752
"1353",1987,6,2642,1.74638517541495,141.083333333333,759.833333333333,99.1666666666667,35.1666666666667,"7/26",313.77,5.3857058476078
"1354",2002,6,2570,1.09476770465186,200.75,641.166666666667,158,46.1666666666667,"7/16",268.85,3.19385637193856
"1355",1989,4,4408,4.08841834642149,319.25,368.666666666667,311.416666666667,93.25,"8/1",584.82,1.15478987209606
"1356",1989,0,5522,0.559710005570246,218.583333333333,624.75,156.916666666667,71.4166666666667,"7/16",317.82,2.85817765916889
"1357",1998,3,3234,4.59434780340001,241,494.916666666667,263.333333333333,53.6666666666667,"7/16",751.28,2.05359612724758
"1358",1996,0,5666,0.0576339036109199,169.416666666667,661.333333333333,169.666666666667,39.75,"8/1",186.51,3.90359075258239
"1359",2007,6,2936,2.26534363413266,66.8333333333333,875.5,57.6666666666667,44,"8/1",317.57,13.0997506234414
"1360",2001,6,2144,0.211543707872236,131.416666666667,817.333333333333,51.9166666666667,65,"7/21",282.66,6.21940393151554
"1361",2012,4,4093,3.92043132570508,338.083333333333,391.666666666667,270.25,96,"7/21",618.97,1.15849149617944
"1362",2009,4,4186,3.89048598272674,285.583333333333,401.25,313.916666666667,78.9166666666667,"8/11",470.33,1.40501896702655
"1363",1991,6,2156,2.00221797986159,188.25,658.916666666667,153.083333333333,389.25,"8/1",285.29,3.50022133687472
"1364",1994,6,2006,0.994724361874626,137.416666666667,759.333333333333,103.166666666667,47.3333333333333,"8/21",227.32,5.52577319587629
"1365",1986,3,3177,3.62202085525709,244.833333333333,551.75,203.5,88.8333333333333,"7/16",654.9,2.25357385976855
"1366",2015,4,4813,4.68042693272478,300.583333333333,442.416666666667,257.416666666667,56.4166666666667,"8/16",576.16,1.47186027169393
"1367",2005,3,3543,4.42540347128191,268.583333333333,469.25,262.166666666667,100.833333333333,"8/6",595.61,1.7471300031027
"1368",1985,0,5048,0,132.083333333333,778.25,89.6666666666667,30.1666666666667,"8/21",142.94,5.89211356466877
"1369",1985,3,3921,4.1791485853617,259.5,467,273.25,81.3333333333333,"7/26",584.4,1.79961464354528
"1370",1981,4,4750,4.73070512432354,264.166666666667,423.916666666667,311.416666666667,55.5,"7/26",390.57,1.60473186119874
"1371",1989,3,3336,4.28057616462874,283.333333333333,428.5,288.333333333333,111.833333333333,"8/11",475.74,1.51235294117647
"1372",1986,6,2678,2.77381451534241,227.333333333333,622.5,150.5,55.5,"7/16",321.64,2.73826979472141
"1373",2019,4,4903,4.43193054722343,241.75,583.333333333333,174.416666666667,47.75,"8/16",487.71,2.41296104791451
"1374",2018,0,5936,0,336.833333333333,346.333333333333,316.75,71.4166666666667,"7/16",200.68,1.02820385947551
"1375",2011,3,3183,4.19700206023437,268.416666666667,490.083333333333,241.5,96.6666666666667,"8/11",468.08,1.82583048742626
"1376",2019,4,4534,0.211775231572029,326.166666666667,355.916666666667,318.166666666667,128.583333333333,"7/16",434.48,1.09121103730199
"1377",2012,6,2624,2.83907029922966,110.583333333333,806.5,82.9166666666667,54.8333333333333,"8/11",321.69,7.293142426526
"1378",2014,0,5684,0,220,566.833333333333,213,76.0833333333333,"7/16",206.01,2.57651515151515
"1379",1981,0,5813,0,174.75,690.75,134.166666666667,39.9166666666667,"8/11",128.61,3.95278969957082
"1380",2012,3,3948,4.79328726433542,217.916666666667,509.25,272.833333333333,119.583333333333,"8/1",543.82,2.33690248565966
"1381",2006,3,3444,4.44585711508655,240.083333333333,511.666666666667,248.083333333333,134.583333333333,"8/6",615.24,2.13120444290177
"1382",1999,6,2960,3.61424707426346,157.166666666667,647.25,195.583333333333,55.5833333333333,"8/6",422.73,4.11823966065748
"1383",2012,4,4819,4.19177874187512,336.916666666667,387.916666666667,274.666666666667,89.0833333333333,"8/21",530.85,1.15137274301261
"1384",1988,3,3561,4.6353063642849,250.083333333333,528.333333333333,221.583333333333,97.6666666666667,"8/1",686.29,2.11262912362546
"1385",1984,6,2420,0,222.5,609.083333333333,168,48.8333333333333,"8/6",220.5,2.7374531835206
"1386",1989,0,5129,0.200198442500653,267.916666666667,539.833333333333,192.416666666667,51.0833333333333,"8/1",302.9,2.0149300155521
"1387",1990,4,4228,0.445320637990197,284.916666666667,426.333333333333,288.416666666667,84.8333333333333,"8/21",268.02,1.49634396022229
"1388",2006,6,2531,0.346864550359686,119.5,762.25,118.333333333333,65.9166666666667,"8/16",270.85,6.37866108786611
"1389",1999,6,2855,0.949332811544534,118,763,119.166666666667,46.5833333333333,"7/16",392.94,6.46610169491525
"1390",2016,4,4690,4.13120246594195,275.5,390.166666666667,334.333333333333,54.5,"8/16",445.04,1.4162129461585
"1391",2002,3,3681,4.13696160227459,245.083333333333,463.25,291.666666666667,116.833333333333,"8/21",435.19,1.89017341040462
"1392",1981,3,3240,3.7354779907898,242,495.083333333333,263.166666666667,70.3333333333333,"8/21",317.67,2.04579889807163
"1393",1986,6,2930,3.99517269753,86.6666666666667,828.75,84.5,50.0833333333333,"7/21",346.46,9.5625
"1394",1982,3,3930,3.61504109918157,286.666666666667,496.083333333333,217,579.5,"7/26",445.28,1.73052325581395
"1395",1983,0,5909,0,353.333333333333,275.416666666667,370.75,65.4166666666667,"8/16",116.72,0.779481132075472
"1396",2016,0,5528,2.20640622492033,131.5,755.583333333333,112.75,23.5,"7/21",314.97,5.74588086185044
"1397",2008,4,4609,4.31273168548863,326.25,366.25,307.583333333333,83.1666666666667,"8/16",413.35,1.12260536398467
"1398",2017,3,3663,4.7314672509702,284.5,550.75,164.75,63.25,"7/26",830.01,1.93585237258348
"1399",2003,3,3639,3.72522222182444,244,544.333333333333,211.583333333333,91.25,"8/16",410.52,2.23087431693989
"1400",1994,4,4507,4.67152165927823,308.25,451.25,240.75,67,"8/6",572.67,1.46390916463909
"1401",1992,3,3660,4.58507933808911,218,568.583333333333,213.166666666667,138.75,"8/6",559.3,2.60818042813456
"1402",2010,3,3102,3.36743200092542,306.666666666667,360.5,332.583333333333,281,"8/21",423.99,1.17554347826087
"1403",1981,0,5150,0.977208043424755,136.583333333333,689.416666666667,173.916666666667,30.6666666666667,"7/16",240.91,5.04758999389872
"1404",2001,0,5936,0,336.833333333333,346.333333333333,316.75,71.4166666666667,"7/16",179.74,1.02820385947551
"1405",2009,0,5684,0.278920634252692,220,566.833333333333,213,76.0833333333333,"8/1",261.79,2.57651515151515
"1406",1993,0,5909,0,353.333333333333,275.416666666667,370.75,65.4166666666667,"8/21",144.42,0.779481132075472
"1407",1986,0,5918,0,323.666666666667,333.75,342.583333333333,92,"7/21",216.26,1.03115345005149
"1408",1999,6,2249,2.85959776521799,112.5,786.416666666667,101.083333333333,46.5,"8/21",323.9,6.99037037037037
"1409",2018,0,5921,0.115041016486426,306,376.75,317.25,105,"8/6",218.83,1.2312091503268
"1410",2007,4,4366,3.96783222306689,272.833333333333,419.833333333333,307.166666666667,57.75,"7/21",515.09,1.53879047037263
"1411",1981,3,3768,4.65311322530569,243,524.833333333333,232.166666666667,70.25,"8/11",437.21,2.15980795610425
"1412",1981,0,5510,0,140.25,722.833333333333,136.416666666667,29.6666666666667,"8/1",187.75,5.15389185977421
"1413",2006,0,5660,0,164.416666666667,684,151.333333333333,42.6666666666667,"8/6",158.84,4.16016218955905
"1414",1984,6,2633,0,204.666666666667,659.416666666667,136.166666666667,155.75,"7/16",144.86,3.22190553745928
"1415",2004,3,3726,4.91025449081953,287,487.75,225.416666666667,115.25,"7/21",678.72,1.69947735191638
"1416",1989,4,4597,2.45927799149697,328.166666666667,421.333333333333,250.416666666667,89.8333333333333,"7/21",569.37,1.28390045708481
"1417",1997,6,2171,0.316944939109402,161,684.5,154.75,54.1666666666667,"7/26",260.78,4.25155279503106
"1418",1991,0,5675,0,151.666666666667,677.75,170.583333333333,45.5833333333333,"7/16",146.1,4.46868131868132
"1419",2005,4,4114,4.22189494817395,231.833333333333,563.166666666667,205,79.8333333333333,"8/1",505.68,2.42918763479511
"1420",2006,4,4981,1.00246607693635,186.416666666667,669,144.583333333333,31.4166666666667,"8/21",292.92,3.58873491282968
"1421",2001,4,4264,0.666334727700128,295.166666666667,436.666666666667,268.75,55.3333333333333,"7/16",407.69,1.47939017504235
"1422",1989,0,5615,0.0407960438476703,133.25,786.666666666667,80.0833333333333,27.0833333333333,"8/21",211.85,5.90368980612883
"1423",1996,6,2180,0.0214733509808107,105.166666666667,846.083333333333,48.75,57.6666666666667,"8/1",203.77,8.04516640253566
"1424",1984,6,2342,0,127.416666666667,755.25,117.5,41.75,"7/26",211.91,5.92740353172008
"1425",2009,3,3978,4.74011278987206,238.833333333333,600.333333333333,160.583333333333,56.5833333333333,"8/6",752.81,2.51360781577111
"1426",2014,6,2480,0.170379386528277,199.416666666667,619.5,181.083333333333,57.5833333333333,"7/26",257.88,3.10656080234016
"1427",2004,3,3336,4.20176935689766,283.333333333333,428.5,288.333333333333,111.833333333333,"8/11",481.69,1.51235294117647
"1428",2002,4,4195,2.08134115799646,261.75,483.083333333333,254.416666666667,55.3333333333333,"8/11",339.09,1.8455905762496
"1429",2000,3,3735,4.19160530329227,256.25,513.083333333333,230.666666666667,175.333333333333,"7/16",722.45,2.00227642276423
"1430",2010,0,5282,2.04638647739334,259.083333333333,559.25,181.916666666667,68.1666666666667,"8/16",355.69,2.1585718880669
"1431",2018,0,5840,0.0274025479121096,261,568.916666666667,170.25,56.9166666666667,"8/1",218.57,2.17975734355045
"1432",2011,3,3456,4.08374759647918,260.5,503.916666666667,235.416666666667,112.666666666667,"7/16",605.68,1.93442098528471
"1433",1995,0,5249,0.226422707767514,182.833333333333,673.916666666667,142.5,34.1666666666667,"8/16",182.28,3.68596171376481
"1434",1995,4,4483,4.65440597721807,267,453.75,279.416666666667,73.4166666666667,"7/26",509.35,1.69943820224719
"1435",1990,6,2300,0.650133040390353,88.9166666666667,819,91.75,48,"8/21",208.15,9.21087160262418
"1436",2001,4,4546,3.30890505719934,303.75,340.666666666667,355.75,56,"8/11",376.17,1.12153635116598
"1437",2009,3,3333,3.62581954033456,319.583333333333,356.833333333333,323.5,90.5833333333333,"7/16",851.16,1.11655801825293
"1438",2011,3,3948,4.54526730770307,217.916666666667,509.25,272.833333333333,119.583333333333,"7/26",618.12,2.33690248565966
"1439",1981,3,3180,4.57990188583368,251.916666666667,570.666666666667,177.666666666667,70.6666666666667,"8/6",451.67,2.26529937148528
"1440",1987,6,2468,1.37162274908111,229.75,608,162.416666666667,55.0833333333333,"7/16",317.93,2.64635473340588
"1441",2013,0,5414,0.0191857997205073,174.333333333333,632.916666666667,192.75,41.8333333333333,"8/1",233.5,3.63049713193117
"1442",1988,3,3072,4.49275603845119,269.833333333333,487.5,242.833333333333,70.1666666666667,"7/16",748.97,1.80667078443484
"1443",2011,4,4699,3.87717885468219,301,391.25,308,83.5833333333333,"8/1",524.11,1.29983388704319
"1444",1988,6,2297,1.72437989160994,113.5,809.333333333333,77,43,"8/21",272.77,7.13069016152717
"1445",1984,0,5273,0,190.583333333333,638.666666666667,171.083333333333,36.25,"8/11",127.33,3.35111499781373
"1446",2000,6,2483,0.768671154407708,213.75,607.416666666667,179.083333333333,41.6666666666667,"7/16",301.82,2.84171539961014
"1447",2002,4,4330,4.05267162161729,281.5,431,287.5,61.5833333333333,"8/6",409.66,1.53108348134991
"1448",1989,6,2903,0.492287137192946,226.75,596.583333333333,176.666666666667,46.4166666666667,"7/16",315.5,2.63101800808526
"1449",1988,6,2786,3.70187519208071,223.583333333333,606.833333333333,170.166666666667,53.3333333333333,"8/1",438.59,2.71412597838241
"1450",1987,4,4693,2.4096912015517,295.416666666667,458.583333333333,246,59.4166666666667,"7/16",429.97,1.55232722143865
"1451",2013,3,3582,2.959800320102,217.666666666667,645.833333333333,136.166666666667,64.3333333333333,"7/16",568.46,2.96707503828484
"1452",1994,0,5774,0,207.583333333333,608.916666666667,184,43.6666666666667,"8/11",153.32,2.93336009634685
"1453",1984,4,4972,3.44113842194424,178.666666666667,686.25,135.083333333333,64.25,"8/6",392.24,3.84095149253731
"1454",1998,3,3156,4.57856887176121,300,433.583333333333,266.916666666667,95.5,"8/11",546.4,1.44527777777778
